vars,creation_time,label,trial_id,asset_key,type,class,object_type
{},2023-02-16 17:08:57,stimulus,190,consonance_main_experiment/participants/participant_7/node_38__trial_190__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:08:59,stimulus,191,consonance_main_experiment/participants/participant_6/node_11__trial_191__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:02,stimulus,192,consonance_main_experiment/participants/participant_7/node_11__trial_192__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:03,stimulus,193,consonance_main_experiment/participants/participant_6/node_49__trial_193__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:06,stimulus,194,consonance_main_experiment/participants/participant_7/node_39__trial_194__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:06,stimulus,195,consonance_main_experiment/participants/participant_6/node_38__trial_195__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:10,stimulus,196,consonance_main_experiment/participants/participant_6/node_24__trial_196__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:12,stimulus,197,consonance_main_experiment/participants/participant_7/node_27__trial_197__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:15,stimulus,198,consonance_main_experiment/participants/participant_6/node_12__trial_198__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:17,stimulus,199,consonance_main_experiment/participants/participant_7/node_44__trial_199__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:19,stimulus,200,consonance_main_experiment/participants/participant_6/node_34__trial_200__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:22,stimulus,201,consonance_main_experiment/participants/participant_7/node_20__trial_201__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:25,stimulus,202,consonance_main_experiment/participants/participant_6/node_7__trial_202__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:26,stimulus,203,consonance_main_experiment/participants/participant_7/node_56__trial_203__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:31,stimulus,204,consonance_main_experiment/participants/participant_7/node_51__trial_204__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:35,stimulus,205,consonance_main_experiment/participants/participant_7/node_24__trial_205__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:39,stimulus,206,consonance_main_experiment/participants/participant_7/node_26__trial_206__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:42,stimulus,207,consonance_main_experiment/participants/participant_6/node_39__trial_207__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:45,stimulus,208,consonance_main_experiment/participants/participant_7/node_10__trial_208__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:46,stimulus,209,consonance_main_experiment/participants/participant_6/node_26__trial_209__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:49,stimulus,210,consonance_main_experiment/participants/participant_7/node_40__trial_210__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:50,stimulus,211,consonance_main_experiment/participants/participant_6/node_33__trial_211__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:54,stimulus,212,consonance_main_experiment/participants/participant_6/node_22__trial_212__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:54,stimulus,213,consonance_main_experiment/participants/participant_7/node_52__trial_213__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:58,stimulus,214,consonance_main_experiment/participants/participant_6/node_56__trial_214__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:09:58,stimulus,215,consonance_main_experiment/participants/participant_7/node_31__trial_215__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:03,stimulus,216,consonance_main_experiment/participants/participant_6/node_42__trial_216__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:03,stimulus,217,consonance_main_experiment/participants/participant_7/node_46__trial_217__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:07,stimulus,218,consonance_main_experiment/participants/participant_6/node_36__trial_218__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:07,stimulus,219,consonance_main_experiment/participants/participant_7/node_36__trial_219__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:11,stimulus,220,consonance_main_experiment/participants/participant_6/node_55__trial_220__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:12,stimulus,221,consonance_main_experiment/participants/participant_7/node_41__trial_221__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:15,stimulus,222,consonance_main_experiment/participants/participant_6/node_40__trial_222__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:16,stimulus,223,consonance_main_experiment/participants/participant_7/node_50__trial_223__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:19,stimulus,224,consonance_main_experiment/participants/participant_6/node_12__trial_198__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:20,stimulus,225,consonance_main_experiment/participants/participant_7/node_45__trial_225__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:24,stimulus,226,consonance_main_experiment/participants/participant_6/node_32__trial_186__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:25,stimulus,227,consonance_main_experiment/participants/participant_7/node_12__trial_227__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:27,stimulus,228,consonance_main_experiment/participants/participant_6/node_23__trial_102__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:30,stimulus,229,consonance_main_experiment/participants/participant_7/node_18__trial_229__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:31,stimulus,230,consonance_main_experiment/participants/participant_6/node_29__trial_179__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:34,stimulus,231,consonance_main_experiment/participants/participant_7/node_33__trial_231__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:38,stimulus,232,consonance_main_experiment/participants/participant_7/node_54__trial_232__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:42,stimulus,233,consonance_main_experiment/participants/participant_7/node_13__trial_233__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:48,stimulus,234,consonance_main_experiment/participants/participant_7/node_32__trial_234__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:10:55,stimulus,235,consonance_main_experiment/participants/participant_7/node_14__trial_235__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:00,stimulus,236,consonance_main_experiment/participants/participant_7/node_53__trial_236__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:04,stimulus,237,consonance_main_experiment/participants/participant_7/node_12__trial_227__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:08,stimulus,238,consonance_main_experiment/participants/participant_7/node_33__trial_231__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:12,stimulus,239,consonance_main_experiment/participants/participant_7/node_24__trial_205__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:16,stimulus,240,consonance_main_experiment/participants/participant_7/node_38__trial_190__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:19,stimulus,241,headphone_test/nodes/node_2__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:25,stimulus,242,headphone_test/nodes/node_3__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:31,stimulus,243,headphone_test/nodes/node_4__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:36,stimulus,244,headphone_test/nodes/node_5__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:41,stimulus,245,headphone_test/nodes/node_6__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:11:46,stimulus,246,headphone_test/nodes/node_1__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:09,stimulus,247,consonance_main_experiment/participants/participant_8/node_28__trial_247__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:13,stimulus,248,consonance_main_experiment/participants/participant_8/node_10__trial_248__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:20,stimulus,249,consonance_main_experiment/participants/participant_8/node_20__trial_249__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:24,stimulus,250,consonance_main_experiment/participants/participant_8/node_40__trial_250__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:32,stimulus,251,consonance_main_experiment/participants/participant_8/node_43__trial_251__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:36,stimulus,252,consonance_main_experiment/participants/participant_8/node_36__trial_252__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:39,stimulus,253,headphone_test/nodes/node_1__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:40,stimulus,254,consonance_main_experiment/participants/participant_8/node_9__trial_254__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:44,stimulus,255,consonance_main_experiment/participants/participant_8/node_44__trial_255__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:48,stimulus,256,consonance_main_experiment/participants/participant_8/node_31__trial_256__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:53,stimulus,257,consonance_main_experiment/participants/participant_8/node_50__trial_257__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:12:57,stimulus,258,consonance_main_experiment/participants/participant_8/node_19__trial_258__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:00,stimulus,259,headphone_test/nodes/node_4__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:01,stimulus,260,consonance_main_experiment/participants/participant_8/node_12__trial_260__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:06,stimulus,261,consonance_main_experiment/participants/participant_8/node_8__trial_261__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:10,stimulus,262,consonance_main_experiment/participants/participant_8/node_47__trial_262__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:13,stimulus,263,headphone_test/nodes/node_5__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:14,stimulus,264,consonance_main_experiment/participants/participant_8/node_41__trial_264__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:18,stimulus,265,consonance_main_experiment/participants/participant_8/node_7__trial_265__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:22,stimulus,266,consonance_main_experiment/participants/participant_8/node_56__trial_266__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:22,stimulus,267,headphone_test/nodes/node_2__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:26,stimulus,268,consonance_main_experiment/participants/participant_8/node_11__trial_268__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:30,stimulus,269,consonance_main_experiment/participants/participant_8/node_32__trial_269__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:30,stimulus,270,headphone_test/nodes/node_3__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:34,stimulus,271,consonance_main_experiment/participants/participant_8/node_35__trial_271__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:38,stimulus,272,consonance_main_experiment/participants/participant_8/node_15__trial_272__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:39,stimulus,273,headphone_test/nodes/node_6__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:42,stimulus,274,consonance_main_experiment/participants/participant_8/node_33__trial_274__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:46,stimulus,275,consonance_main_experiment/participants/participant_8/node_25__trial_275__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:50,stimulus,276,consonance_main_experiment/participants/participant_8/node_55__trial_276__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:50,stimulus,277,headphone_test/nodes/node_2__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:51,stimulus,278,consonance_main_experiment/participants/participant_9/node_46__trial_278__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:54,stimulus,279,consonance_main_experiment/participants/participant_8/node_52__trial_279__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:58,stimulus,280,headphone_test/nodes/node_6__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:58,stimulus,281,consonance_main_experiment/participants/participant_8/node_17__trial_281__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:13:58,stimulus,282,consonance_main_experiment/participants/participant_9/node_39__trial_282__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:02,stimulus,283,consonance_main_experiment/participants/participant_8/node_13__trial_283__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:05,stimulus,284,headphone_test/nodes/node_1__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:05,stimulus,285,consonance_main_experiment/participants/participant_9/node_55__trial_285__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:06,stimulus,286,consonance_main_experiment/participants/participant_8/node_34__trial_286__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:10,stimulus,287,consonance_main_experiment/participants/participant_8/node_30__trial_287__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:11,stimulus,288,headphone_test/nodes/node_4__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:14,stimulus,289,consonance_main_experiment/participants/participant_8/node_53__trial_289__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:14,stimulus,290,consonance_main_experiment/participants/participant_9/node_26__trial_290__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:17,stimulus,291,headphone_test/nodes/node_3__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:18,stimulus,292,consonance_main_experiment/participants/participant_8/node_24__trial_292__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:20,stimulus,293,consonance_main_experiment/participants/participant_9/node_37__trial_293__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:22,stimulus,294,consonance_main_experiment/participants/participant_8/node_29__trial_294__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:22,stimulus,295,headphone_test/nodes/node_5__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:25,stimulus,296,consonance_main_experiment/participants/participant_9/node_52__trial_296__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:26,stimulus,297,consonance_main_experiment/participants/participant_8/node_21__trial_297__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:30,stimulus,298,consonance_main_experiment/participants/participant_8/node_26__trial_298__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:30,stimulus,299,consonance_main_experiment/participants/participant_9/node_16__trial_299__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:35,stimulus,300,consonance_main_experiment/participants/participant_8/node_18__trial_300__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:36,stimulus,301,consonance_main_experiment/participants/participant_9/node_17__trial_301__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:39,stimulus,302,consonance_main_experiment/participants/participant_8/node_54__trial_302__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:40,stimulus,303,headphone_test/nodes/node_2__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:41,stimulus,304,consonance_main_experiment/participants/participant_9/node_50__trial_304__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:43,stimulus,305,consonance_main_experiment/participants/participant_8/node_42__trial_305__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:43,stimulus,306,consonance_main_experiment/participants/participant_11/node_52__trial_306__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:45,stimulus,307,consonance_main_experiment/participants/participant_9/node_24__trial_307__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:47,stimulus,308,consonance_main_experiment/participants/participant_8/node_45__trial_308__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:50,stimulus,309,consonance_main_experiment/participants/participant_8/node_27__trial_309__stimulus,AssetTrial,AssetTrial,AssetTrial
{},2023-02-16 17:14:51,stimulus,310,consonance_main_experiment/participants/participant_9/node_32__trial_310__stimulus,AssetTrial,AssetTrial,AssetTrial
